Accession;Peptide count;Unique peptides;Confidence score;Anova (p);q Value;Max fold change;Power;Highest mean condition;Lowest mean condition;Mass;Description;W2_20241206_LSanders_K1_01;W2_20241206_LSanders_K1_02;W2_20241206_LSanders_K1_03;W4_20241206_LSanders_K2_01;W4_20241206_LSanders_K2_02;W4_20241206_LSanders_K2_03;W8_20241206_LSanders_K3_01;W8_20241206_LSanders_K3_02;W8_20241206_LSanders_K3_03;W12_20241206_LSanders_K4_01;W12_20241206_LSanders_K4_02;W12_20241206_LSanders_K4_03;W16_20241206_LSanders_K5_01;W16_20241206_LSanders_K5_02;W16_20241206_LSanders_K5_03;W20_20241206_LSanders_K6_01;W20_20241206_LSanders_K6_02;W20_20241206_LSanders_K6_03;W24_20241206_LSanders_K7_01;W24_20241206_LSanders_K7_02;W24_20241206_LSanders_K7_03;W28_20241206_LSanders_K8_01;W28_20241206_LSanders_K8_02;W28_20241206_LSanders_K8_03
"P35908;Q01546";26;13;161.1717;2.1094237467878E-15;1.48090156917347E-14;14.6083640343648;1;W28;W8;65718.1023;Keratin_ type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2;157690.057388803;137945.633496839;127261.957510905;147952.456590077;146984.813900527;145059.658695111;25739.0329716396;23528.1010718488;26753.081714501;49368.2475257046;59437.3302764033;63892.3959072747;77968.9368525059;78124.9787333618;79769.8546104561;47628.4502465049;50859.2660552388;48324.9205257085;107078.331358627;103300.789129693;102515.872465511;337137.951558983;335911.817102762;437481.217101914
P04083;7;5;40.7996;2.22044604925031E-15;1.52766688188422E-14;3.37883553014319;1;W20;W12;38942.4262;Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2;77118.7955724611;67922.4767148978;70455.6633840322;109217.127566676;113652.847803672;114790.205815705;91904.221410881;90521.3246046022;93550.907219362;48320.4748706131;44676.5606992691;46192.2163145436;76384.8131686562;73880.6676943708;77490.2230783487;154868.248636799;149594.953625257;165834.387419092;109212.154747603;110171.495236444;107234.314679364;80707.8900674124;75778.326422514;75007.8920997002
"P02774;Q02535";101;90;639.7373;2.77555756156289E-15;1.87214078662281E-14;2.32376508536199;1;W28;W12;54514.372;Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2;913428.702916587;881636.706942457;868188.991003093;1222389.17444265;1261134.64053565;1309119.80680828;620015.262306897;598505.876916115;563764.63986606;599906.525282283;553291.744393992;550701.583691614;720893.70894018;722621.299466334;772832.273453574;660094.17933249;700558.204759619;688131.061993989;994775.677626958;1008493.79402532;1028941.38387774;1352846.59366702;1300531.60948957;1306084.78505313
P25440;4;2;22.5959;3.44169137633799E-15;2.27681121819282E-14;3.2285834297643;1;W24;W8;88346.0632;Bromodomain-containing protein 2 OS=Homo sapiens OX=9606 GN=BRD2 PE=1 SV=2;10379.6034342638;9391.97035030174;10385.1016372515;14788.1056522881;14767.082597319;14447.4268153608;5188.22133828047;4604.38764451289;4996.38383618356;4932.15958848596;4779.21501982279;5403.18603739695;11480.3441049654;11233.7576893256;12257.0103601645;13654.8003347907;14190.1104196357;14208.5383517271;16015.62523712;15469.6558031584;16262.2161179737;10184.3036014217;10217.5457893184;8992.98210836375
P11226;2;2;11.0193;3.5527136788005E-15;2.30591227454221E-14;12.4853946144029;1;W4;W8;26542.7606;Mannose-binding protein C OS=Homo sapiens OX=9606 GN=MBL2 PE=1 SV=2;3956.91804986979;3828.17871992407;3696.36583566019;4628.75432662471;3788.87421411792;3853.98492969926;366.686246895966;351.228592873359;264.962662258974;1027.86941826957;1223.91994505626;1320.16639312659;2065.97807900694;2064.7770847614;2089.13252788938;1135.8711922676;1361.80361597017;1218.38308199313;3599.98141885535;3554.57875686299;3788.43079495594;3072.22318264269;3073.86540597785;3239.17923633037
P04003;59;54;417.9187;5.10702591327572E-15;3.25336465586453E-14;5.3277896529925;1;W12;W28;69086.2456;C4b-binding protein alpha chain OS=Homo sapiens OX=9606 GN=C4BPA PE=1 SV=2;230956.372779206;240199.830145512;258087.358499962;200294.252366963;200087.319382271;205313.98055195;564892.542462562;609008.263540586;596058.520173735;651222.2465411;619992.289207881;562720.350188806;407204.800024077;387035.471050022;396403.25897566;528323.262494899;556546.971227602;568882.596406916;312118.950432562;273641.184840028;289209.920651994;132652.713270147;109520.367748676;102047.506764275
"Q5HY64;Q8NA70;A6NHR8";5;2;30.3546;5.21804821573824E-15;3.26365197493446E-14;4.38884932314918;1;W4;W8;116592.8376;Putative protein FAM47C OS=Homo sapiens OX=9606 GN=FAM47C PE=1 SV=1;63013.6381340939;51444.7696980543;48608.5382626951;73795.6092197395;76485.8613234746;75879.7472333045;17267.2985959439;17745.6406209188;16517.9293831645;21749.8097465935;20836.5571396256;20377.0776141447;38531.9524546176;40581.7977693321;40138.8865219807;53597.1484638568;55507.33423097;57018.7391078264;53158.1262897239;52763.2808655635;50831.921733202;46815.4099717034;44307.5364297513;42799.6346853109
"P11532;Q8N183";43;36;231.9988;5.55111512312578E-15;3.40997071849155E-14;2.49187458832689;1;W28;W2;428831.3282;Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=4;108399.901232709;106568.754908698;105223.577378233;126348.132975777;128239.046037861;138413.614786315;136706.565705916;139164.645008554;129826.388365567;112394.73002587;108304.237796604;112392.579137943;136579.260336206;135566.264911892;140023.927347193;137221.172070263;145895.118644472;143478.529424539;198263.275240387;199412.242779563;199480.442307821;257658.214996868;255496.085216218;284724.589874135
P08697;34;28;286.9992;1.14352971536391E-14;6.90130214184536E-14;2.56000060853194;1;W8;W2;54908.0233;Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=3;134942.340000689;143955.824355251;147633.990783128;182413.690451416;175634.22815495;182409.995679607;336841.003221317;368884.937162309;386196.636330825;195934.10488946;187396.347960736;199419.996698309;250236.735071519;248786.4494835;262617.872668967;256074.32232263;254695.218534458;261022.407379549;277630.416884405;273149.091298923;274071.026090396;188079.323162773;187804.121377537;189999.438035648
"Q8TED9;Q96LZ3";5;4;26.8896;1.27675647831893E-14;7.57248669899503E-14;3.40148157260431;1;W28;W2;87515.3274;Actin filament-associated protein 1-like 1 OS=Homo sapiens OX=9606 GN=AFAP1L1 PE=1 SV=2;209268.124576527;242977.63457055;243274.055623559;283965.376216796;280812.196113308;301464.2441833;393385.381807542;423481.052761455;405212.885658385;278685.741269864;290026.960689047;276727.970432634;332396.911903778;328569.189374804;348786.318518596;281032.901779386;303475.819901309;311436.734129159;404252.497090772;407933.050791426;402178.362303477;796346.423301443;763682.149484174;805769.260537863
P01042;73;65;607.9682;1.38777878078145E-14;8.09145594218334E-14;2.40527441713156;1;W8;W2;73040.9754;Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2;198395.031074191;203065.387849053;204395.588540984;300598.406052336;325162.766837758;346186.278229627;492916.626983157;490930.753502377;473402.574733642;321134.235552182;320065.850633264;317429.518764154;405365.295059097;409399.356221419;422905.288964594;414416.588998032;436388.878435392;444952.364432211;465176.872176144;447961.820065129;460128.929783449;376261.066518645;380695.368803018;399718.078898613
P00734;72;63;585.3081;1.52100554373646E-14;8.72043178408906E-14;2.02242813538346;1;W16;W2;71519.6625;Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2;153465.487749622;155749.981658122;146744.013027888;175933.748338379;180683.850405054;186616.378952781;222025.080313789;214491.287937896;230202.063896474;254864.351223722;250284.655786114;236999.510479345;305214.305584858;301707.407736153;315223.57255169;295779.151039032;307636.022278155;311355.018283908;302367.682455776;292183.988392507;296598.555300669;231737.654329592;243150.875288127;249563.232398098
P09871;39;36;316.7913;1.55431223447522E-14;8.76530178130288E-14;3.83141748411369;1;W12;W2;78224.2859;Complement C1s subcomponent OS=Homo sapiens OX=9606 GN=C1S PE=1 SV=1;41378.7285803293;40905.2405527939;40564.3086812324;57315.6534518755;57932.5984628364;61003.2197565022;126766.750188065;150394.286747423;147954.494932964;157278.431187929;155378.052867192;158026.555456057;65381.1791713238;64306.1413863199;68670.9180194094;79051.4311704372;84464.7004253612;87461.758003352;71977.6746207847;70033.4415712914;73206.263941953;75215.3297898449;71670.1378111529;85146.9090720753
P02671;207;187;1097.2291;2.89768209427166E-14;1.60774619424105E-13;2.17111565230268;1;W8;W2;95714.5217;Fibrinogen alpha chain OS=Homo sapiens OX=9606 GN=FGA PE=1 SV=2;1627275.18771602;1655682.61117632;1681392.20426636;1863221.30540138;1957001.76691044;2026412.36266975;3556586.2520669;3688741.81684887;3532849.92645095;2928812.38164108;2878983.72984505;2937185.8081652;2241208.78731335;2295461.3626477;2328883.64490098;2453081.89435585;2513902.53463273;2580727.80421438;2508859.5557028;2504022.80356367;2575529.64333668;2495580.93750182;2516213.87661046;2752582.15075274
P02655;15;12;133.0895;3.06421554796543E-14;1.67315896587319E-13;2.22260854607605;1;W8;W2;11283.89;Apolipoprotein C-II OS=Homo sapiens OX=9606 GN=APOC2 PE=1 SV=1;86647.6259728428;82333.1259910352;78761.5224154635;107300.549760765;108832.003132338;101100.257990228;187303.16101192;184863.588229957;178467.347017965;138403.517287101;132568.996925236;127225.997877912;141055.491954192;149918.595373483;146675.588287325;160344.345543819;155819.657418179;160221.490924324;182009.598176836;174055.729941844;174739.756577378;98690.3314092088;102434.040181231;108089.767124431
Q5BKY9;3;2;17.592;3.25295346215171E-14;1.74846248590654E-13;8.89150691854715;1;W28;W8;28385.0518;Protein FAM133B OS=Homo sapiens OX=9606 GN=FAM133B PE=1 SV=1;8004.86459267618;6919.8800855687;6148.15631161201;14740.7116553463;14222.5026302384;15091.9979477043;2941.32594468081;3587.00015366366;3398.32974172013;5373.0379387228;5091.5079617538;6506.17028650072;8839.9209706519;9163.94680170338;8957.29924418027;6441.35179980834;6429.21621822079;5766.46907914921;13398.199320629;12664.8848256503;12129.8202612024;30122.8586367732;30981.052312984;27159.0181302136
P01008;80;73;560.0329;3.73034936274053E-14;1.97421566274268E-13;2.00632646095763;1;W24;W2;53058.7536;Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1;260528.999031972;257501.37418578;257094.95632877;305237.5821017;321818.1231113;327714.947888322;374267.747823828;361575.346245639;357031.875462597;276656.914964958;305965.206431179;297108.353392306;445589.381843561;438244.422750992;476620.201668971;476874.511222292;468560.691503374;497024.054010007;522814.721353687;513345.696797501;518994.041076498;472581.808021062;465660.890958841;446161.58154791
P02790;101;95;569.4007;4.6296300126869E-14;2.41301927933984E-13;1.66223772654834;1;W8;W4;52417.7931;Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2;409272.551331049;399750.918023296;401197.640235364;381593.841293014;398034.758569354;421634.24677099;634246.56825107;670489.084509526;692048.770414227;432830.212283527;406338.805619299;413713.0596518;598411.710424181;611477.600295506;619175.518596554;582666.668686545;597259.384344666;594376.704011516;595751.965263976;598194.098057318;619159.000357977;400328.904510234;402525.578583108;409013.401229532
P00915;4;4;17.5758;4.86277684785819E-14;2.49670930696002E-13;3.22650598738674;1;W2;W8;28927.2649;Carbonic anhydrase 1 OS=Homo sapiens OX=9606 GN=CA1 PE=1 SV=2;46757.3246362218;40796.2936230484;36684.4769533913;31638.4554187777;29970.0023282888;30489.7723839086;12424.5168494608;12885.9429650465;13194.9995580588;14676.6398200784;14649.5259972908;14886.74988545;27374.8783136979;27354.6492723415;26859.6976148363;21380.5059557674;23015.9588784484;22112.1965932719;35030.7227908039;35445.643274487;36510.1653476485;24842.5340400215;23478.0261845188;22108.5310152486
P05155;24;21;187.764;7.4273920347423E-14;3.71400173095764E-13;5.97599091404443;1;W4;W2;55382.4019;Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2;21465.4924459922;14349.2323378726;18853.3380234193;102695.819325281;106580.006679413;117420.020620046;19476.4251102776;20943.877519259;20011.0928584354;46558.5365494758;44706.8239271629;45453.4720528673;31332.6160987619;31609.8469219577;32068.8869446944;18202.5374683883;18860.9605252737;19839.0926923709;54232.0127184648;53376.9869587849;60239.6252815719;64713.2625956862;76525.5583969209;74028.8729311021
O95445;22;20;130.8861;7.4495964952348E-14;3.71400173095764E-13;2.42206899322425;1;W20;W4;21595.5012;Apolipoprotein M OS=Homo sapiens OX=9606 GN=APOM PE=1 SV=2;32612.3443364486;30916.2295221433;31860.3510659275;30916.629475824;31255.2742619648;32656.0645851083;63545.8089179302;62170.5458512483;68553.8629878522;42744.5384684359;42663.0466242319;47849.0991693738;63243.7735612449;57841.6608890234;63878.7289086223;72345.3245508413;77058.2758030433;80276.2814114559;58963.0565699587;57522.7307963795;58747.0790153233;46719.3205817575;47873.1045147648;48726.6920859503
Q9GZR7;6;4;55.013;7.87148124459236E-14;3.86220007462277E-13;7.87831163868308;1;W8;W4;96959.2337;ATP-dependent RNA helicase DDX24 OS=Homo sapiens OX=9606 GN=DDX24 PE=1 SV=1;12731.5847762144;10853.2746915607;10471.7832446141;9882.07028179244;10536.8429474515;11433.2474951122;69624.2390501153;77346.9170429698;103970.092458814;63547.5586559203;61027.9205424203;66309.4017873789;32579.8050543735;40350.8168684667;42559.3297021061;63119.707717349;69750.3747405178;66215.1765573282;12564.4821956735;12164.3949029195;10576.2104324407;13487.8480705529;11686.7467501934;15763.5166081779
Q14204;13;9;76.077;7.97140131680862E-14;3.86220007462277E-13;3.90829142492364;1;W28;W20;535145.9803;Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5;27269.9580098735;28784.6053795184;29431.4726754226;41286.9639061553;42038.6848811345;44972.6967047359;21686.7093683483;23817.536252878;21685.0412446174;26534.9629520795;24120.0936572588;20500.6012549765;26430.3801292448;25323.5952784382;27749.2343826065;19966.3937839136;21061.2196822259;20522.6521097329;47368.9605202627;50088.9633418225;52140.8332815391;76443.1246872928;78891.5753234435;85221.6751412188
P02652;51;50;225.5149;9.44799793956008E-14;4.51404346001204E-13;1.99125595867168;1;W24;W12;11289.0901;Apolipoprotein A-II OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1;1439262.3360294;1308868.71039032;1301292.33033143;1609385.61959133;1653875.1615718;1705955.44119062;1214823.98825117;1226327.31891946;1194054.77920356;990493.244630153;939269.455899624;920154.146381197;1303224.64878122;1320844.50913507;1378701.53806692;1239680.72391075;1226150.76054567;1237969.65023303;1875171.39727132;1877654.13438494;1922088.37147401;1008818.18072582;940554.586885224;960443.075286991
P25311;36;30;300.0891;1.0325074129014E-13;4.86551438408329E-13;1.83147113374237;1;W12;W16;34486.8721;Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2;385865.015878362;386266.547384806;387904.324138356;408957.023395032;432745.325573512;452688.345523817;486021.790767385;490174.129004411;485452.575434522;573793.798140412;584772.922390181;530558.004617926;308180.13308663;301906.749413648;312190.675703448;320086.8602799;326431.642591515;318771.035516476;373276.040614993;364050.988896621;365102.997185665;419596.059603906;416423.228623332;422100.130398997
P05546;54;48;408.4594;1.05582209641852E-13;4.90814596172935E-13;3.90573572320576;1;W20;W28;57241.8282;Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3;74139.1483630368;87262.3783781401;84463.2944535021;88133.7322528115;77929.2933720371;73438.9081701354;168928.871736543;185912.372335558;201807.038576917;216984.134941737;250506.650476638;251762.255652891;231246.488855514;235609.570557546;226157.287384878;267149.069682836;288366.495250126;282019.493677823;137664.636277233;132514.26624913;123208.198271449;79311.8849359208;67676.3887232009;67448.9330455219
P01861;8;2;53.9118;1.0902390101819E-13;4.9699425861299E-13;3.05916206157071;1;W28;W12;44459.005;Immunoglobulin heavy constant gamma 4 OS=Homo sapiens OX=9606 GN=IGHG4 PE=1 SV=2;4542.18574209425;4395.23016540846;4455.75258489976;4746.46288828249;4777.40725493997;4781.68910289749;4124.842268889;4123.95024285709;4349.0010289298;2924.56485261137;2919.54152214641;3473.33999229571;3141.79395933516;3368.08004529637;3655.85721894553;4231.89228803793;4310.24317779551;4664.19685678418;6974.29157510713;6866.55054880652;6866.81367357634;9481.45819309958;9558.50367977616;9463.6165639341
"P68871;P02100;P69891;P69892";41;34;314.5797;1.09801057135428E-13;4.9699425861299E-13;2.04795054193038;1;W8;W2;16112.4817;Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2;237957.527901158;249179.032655468;245605.799317514;282501.630930873;297094.561805089;305918.38315524;488120.155373638;504271.588075434;508228.36955052;484916.294632056;456535.567254421;472239.787569759;361716.331591412;362027.011252219;363818.659184475;401189.706081714;435052.110760144;419380.30169761;454215.682140745;435250.450143044;440785.523189782;395359.164798356;376685.030236273;420611.552824136
P02765;44;41;308.3359;1.13797860024079E-13;5.08395634393286E-13;2.44322892004107;1;W8;W2;40139.1565;Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2;204313.517329584;219891.123310825;244055.562628774;272572.722339279;291060.041932844;301165.091712212;537411.81396014;550155.91528972;545144.925489929;341941.841856331;356342.499958654;352745.7183659;429332.806048077;438166.513917399;441257.179892954;434510.702768876;429238.689740885;449751.491191702;489732.362846671;467757.326554339;463579.06487597;233194.960948385;225682.65419861;253298.947807007
Q96PD5;40;39;307.5425;1.38333788868295E-13;6.10087479111453E-13;5.21013433219188;1;W20;W2;62787.3718;N-acetylmuramoyl-L-alanine amidase OS=Homo sapiens OX=9606 GN=PGLYRP2 PE=1 SV=1;50685.2147644029;65538.9409073613;61285.8515439787;80180.8765167067;79050.7825752672;85048.0640318596;183119.883188608;186745.974664765;198316.085659441;157381.499058678;156802.802955412;158718.193651938;196945.662865185;198457.690659685;200396.826086271;300952.90835994;315894.873125662;308003.20141677;150426.111820694;117619.224661292;113177.285507613;71429.275942058;74836.4221611021;65508.7400138089
Q8IXQ9;5;5;42.7243;1.87072579649339E-13;8.13482614603345E-13;2.61329534332514;1;W24;W12;29859.9499;Electron transfer flavoprotein beta subunit lysine methyltransferase OS=Homo sapiens OX=9606 GN=ETFBKMT PE=1 SV=1;20039.9126805791;18133.2164429766;19042.1323437063;18270.0891851301;20083.694811149;19587.3601958338;13726.8969429307;12805.8566220795;13143.3588571566;10355.5455570815;10115.2990547115;10898.8951519252;16332.8816693073;15991.3892858847;17645.5341164087;16329.5381440406;15275.2074521204;15859.5168930658;25760.2858022522;27977.8861309342;28240.2229126596;23946.0446561121;24312.1136433529;25749.7724092564
P02008;4;3;24.5006;1.89182003396127E-13;8.13482614603345E-13;2.56112007082309;1;W20;W2;15694.0702;Hemoglobin subunit zeta OS=Homo sapiens OX=9606 GN=HBZ PE=1 SV=2;19532.4497071261;18445.2164198683;17926.5632867964;27502.1958980585;29080.8818685429;29707.1858398252;46197.2027817033;45544.6993768469;44263.8342977116;27822.5395511062;26706.4537291326;27051.3739659995;30428.5283214029;32732.9527382189;35776.0544052606;47315.0591355393;49658.9799743106;46203.4048857079;35083.430529169;35333.19671638;39550.931933787;20221.8803755027;21482.0599662463;21173.4905759774
