Accession;Peptide count;Unique peptides;Confidence score;Anova (p);q Value;Max fold change;Power;Highest mean condition;Lowest mean condition;Mass;Description;W2_20241203_LSanders_A2_01;W2_20241203_LSanders_A2_02;W2_20241203_LSanders_A2_03;W4_20241203_LSanders_A3_01;W4_20241203_LSanders_A3_02;W4_20241203_LSanders_A3_03;W8_20241203_LSanders_A4_01;W8_20241203_LSanders_A4_02;W8_20241203_LSanders_A4_03;W12_20241203_LSanders_A5_01;W12_20241203_LSanders_A5_02;W12_20241203_LSanders_A5_03;W16_20241203_LSanders_A6_01;W16_20241203_LSanders_A6_02;W16_20241203_LSanders_A6_03;W20_20241203_LSanders_A7_01;W20_20241203_LSanders_A7_02;W20_20241203_LSanders_A7_03;W24_20241203_LSanders_A8_01;W24_20241203_LSanders_A8_02;W24_20241203_LSanders_A8_03;W28_20241203_LSanders_A9_01;W28_20241203_LSanders_A9_02;W28_20241203_LSanders_A9_03
Q04756;6;6;43.1469;3.17622705914289E-10;7.1403179028946E-11;3.40683893323602;1;W2;W8;72905.9473;Hepatocyte growth factor activator OS=Homo sapiens OX=9606 GN=HGFAC PE=1 SV=1;27315.2346328026;28843.6028687626;26748.8007606952;17871.6026854234;18238.9923019078;13650.3469369622;8574.93404483367;8053.31578439347;7707.39969427693;9229.76058533455;9108.85332838199;8831.79526244709;8795.47953238381;8674.95875225194;8725.41754070046;7154.3727201024;8198.56218594138;10937.4363292671;8254.51084573961;8849.71687279587;7246.79364828229;10885.3478464695;9863.05802412428;9710.66386524636
Q96PD5;20;19;142.6902;3.39972272556111E-10;7.48013573597497E-11;2.14228242691684;1;W0;W20;62787.3718;N-acetylmuramoyl-L-alanine amidase OS=Homo sapiens OX=9606 GN=PGLYRP2 PE=1 SV=1;75234.6881094013;72287.6778500005;72368.1555736767;70877.3999268427;73792.5156700533;72761.923775341;48233.3371250792;48930.0086257519;47869.0172879018;59895.4687959378;57211.1005757631;62457.4777942011;45785.5061776492;43492.7618734189;43926.9584062457;42018.1600762853;37980.1949457117;38237.504160669;38847.9735552378;41546.9945086729;38382.6603626977;50898.0873621666;51238.0471346646;53077.1999316896
Q8TDJ6;6;3;46.8309;4.07920808243034E-10;8.78817022313788E-11;183.976268146596;1;W0;W2;343177.6947;DmX-like protein 2 OS=Homo sapiens OX=9606 GN=DMXL2 PE=1 SV=2;3714.23603020301;2575.30763760346;2755.75422667716;23914.8309309459;23177.8781752163;23456.9164916514;58764.6950061935;58015.9475525992;58764.2826606022;10825.1463196493;9748.48652852061;9700.46935721749;35753.0808392595;36300.6705585016;36656.9659862069;26541.1400723944;27966.4401515986;27490.595162853;92010.2721517629;86696.5368249746;91718.855192544;241019.270875213;262295.692740234;252718.925018872
P06396;61;56;482.29;4.34730251797077E-10;9.17461018960855E-11;7.32065138157575;1;W28;W2;86096.8228;Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1;112066.557010453;102936.24924768;102412.260021462;219458.136450953;221057.242319071;212052.481224922;301360.088497658;289924.29607999;312262.492249554;118435.514232638;114068.758235081;118549.600384295;199512.884267427;203574.048107684;198576.699063531;178095.997915858;178364.493678037;172444.837210637;318365.216540689;326957.642003335;323197.878695599;756915.551375459;792994.281365544;773775.210751671
P86452;4;2;20.8849;4.7630543953403E-10;9.77099857488069E-11;243.302520406805;1;W2;W28;111455.7568;Zinc finger BED domain-containing protein 6 OS=Homo sapiens OX=9606 GN=ZBED6 PE=1 SV=1;9191.91640124183;8658.37379326711;8303.76308823815;3286.08657472438;2853.8290934707;2305.64977808581;4364.15633051009;3927.97479672956;4006.00661698421;7233.84649539127;6700.09138303465;6206.13989954549;4026.84862902595;3891.56187975248;4147.54745671275;3507.30292457414;2943.10105530259;3000.70205568782;1568.3879472649;1531.51637421329;1505.87481612142;29.9078236745257;30.5097783232752;47.0784208095963
A5A3E0;39;1;262.8486;4.81887085790333E-10;9.77099857488069E-11;2.07472011258601;1;W0;W12;123098.626;POTE ankyrin domain family member F OS=Homo sapiens OX=9606 GN=POTEF PE=1 SV=2;36457.420339219;35808.8351291771;33216.0979502443;43435.3628097367;46151.8938660435;44154.1630973384;33276.0646199551;33729.2778338009;35207.8677591989;28782.2598376297;30647.0002765085;32076.7086851271;38223.1180856886;39698.4844924694;41894.9602133593;47135.9728003436;48956.8409846805;47351.0773938414;44069.5389388098;45479.2902468301;43967.7191920766;58997.4982186813;58710.4963279135;59543.1200298128
"Q8N7B9;A6NEY8;P98196";2;2;12.3846;5.48896816887634E-10;1.09156903405015E-10;2.6950406900002;1;W12;W28;50717.2118;EF-hand calcium-binding domain-containing protein 3 OS=Homo sapiens OX=9606 GN=EFCAB3 PE=1 SV=1;59042.6287651544;59169.1584251232;57957.0421873167;57085.3634627025;57610.0242999922;60950.2623016793;67336.8257146802;66019.1643220921;68746.6373014898;70479.4620988383;68168.5298710945;70201.1073987346;56488.901686054;57864.3207224932;57159.9217994248;55126.0682606953;58068.8786658456;59063.1039735181;49428.9175791563;57935.8097858953;51821.0179196276;25792.5474262223;27071.9800604727;24629.3300804988
Q14532;3;2;18.3667;6.86061651933301E-10;1.33860090242197E-10;3.6918097508876;1;W20;W0;51825.8233;Keratin_ type I cuticular Ha2 OS=Homo sapiens OX=9606 GN=KRT32 PE=1 SV=3;1504.68100451631;1417.35763741062;1467.54901274078;977.000798904107;687.935416752212;913.426517885486;1108.47725831974;1445.57115106029;1076.77678600778;1599.90379941475;1572.0794474095;1543.75509283928;1525.12702916241;1521.38280162303;1598.99628163454;1642.42698499908;1682.38293601754;1912.03158075808;1457.86255360412;1162.61603552985;1467.73284392735;576.927446693025;366.943057036083;532.694876275462
P02766;18;16;113.3842;7.71632202578587E-10;1.47768009190543E-10;1.61616628110151;1;W2;W24;16001.0979;Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1;152843.056285297;142402.696182644;132503.397873099;128769.445705324;134724.627400852;131749.803062143;109366.981428179;102320.812497863;107073.026336952;135598.061765387;135751.331528583;139321.052107281;115874.483909952;114565.345092399;117015.776032852;124405.67535562;127811.67893379;123466.856160664;87964.8139975277;88771.3112932116;87932.8975337585;92193.9671032872;96449.1116438143;95826.3561481585
O15078;15;8;87.6726;1.23844356991754E-09;2.32850605422446E-10;1.85000032076119;1;W28;W2;291070.7079;Centrosomal protein of 290 kDa OS=Homo sapiens OX=9606 GN=CEP290 PE=1 SV=2;15075.2450623167;14865.8312907066;15239.4390750549;23782.2022718759;21963.4651773031;21792.2172093827;27250.0101307922;20848.426931429;23103.5505238401;16204.4400470061;16786.0716188601;15864.5399024721;18524.4322804738;17172.0037362613;18657.8406163447;17598.6946509711;16641.0010312707;16427.1627262497;21520.5104036169;21082.1942930886;20199.4670426597;27623.6273443463;26164.9271015761;29795.4135881779
P20742;112;83;845.6136;1.99863525729427E-09;3.69070519154066E-10;1.9296304281275;1;W12;W0;165345.8858;Pregnancy zone protein OS=Homo sapiens OX=9606 GN=PZP PE=1 SV=4;192242.467280097;178321.226692586;175179.738781014;158576.505909982;157027.713180455;146550.561783947;227432.755382845;212510.268947761;225678.466288808;282848.089637615;285022.945199585;296531.640803883;267785.344640336;265842.259589401;257393.562889339;271267.541752705;275585.402099994;275168.422695893;234814.851139186;256685.091870567;237837.835257567;251775.565088103;242112.838356925;238093.803658608
Q9NZP8;15;12;134.6711;2.39819020197984E-09;4.31018806949913E-10;10.4573759192672;1;W0;W12;54239.7696;Complement C1r subcomponent-like protein OS=Homo sapiens OX=9606 GN=C1RL PE=1 SV=2;116683.003996702;102119.655595729;95129.0524666272;383806.471797715;389747.720633756;362235.659207947;248338.0882178;258552.599178809;234262.652046957;118733.344858983;95883.6337095022;98330.2263225501;171227.767759951;156252.780948407;186423.975179962;134877.11939381;141997.999586002;176454.08292922;363426.090803215;366853.618632532;316704.74233019;672175.527095034;662819.932173584;636153.394145479
P60709;28;6;194.8782;2.41746600515569E-09;4.31018806949913E-10;2.01306943081878;1;W24;W12;42079.017;Actin_ cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1;10930.8650446836;9982.00696641653;10350.3025605847;16412.8162683381;18188.1766963789;17547.962928636;17584.2883634048;15651.0848954975;16289.096171079;10801.3759571232;9576.68364947727;10801.8091831753;14675.413800099;13305.0491849855;14852.3906593449;16661.2439130268;16218.9416481286;12304.6517719262;20261.3112951403;21631.6285395436;20874.3008829543;22345.5066323678;18918.9862527187;20189.9596501126
O95376;3;1;17.4456;3.09537462328535E-09;5.42531606965311E-10;13.278737252333;1;W28;W8;59415.7261;E3 ubiquitin-protein ligase ARIH2 OS=Homo sapiens OX=9606 GN=ARIH2 PE=1 SV=1;1574.12404705184;1833.78718487963;1768.1271735624;1548.68607927658;3245.30834840347;1358.5510093172;436.394395111549;358.131214833049;338.779588992569;411.691498137329;415.918069712573;428.804433735309;696.333080079012;868.92995267323;541.119020361021;543.124751611027;793.623069425908;899.526256070256;1455.95033171556;2776.30515557427;1041.46585141796;4955.31446778201;5073.8469258045;5019.70056980305
"P02776;P10720";2;2;13.207;3.95915789042078E-09;6.82362905313085E-10;4.88674437435327;1;W8;W0;11130.0909;Platelet factor 4 OS=Homo sapiens OX=9606 GN=PF4 PE=1 SV=2;4033.4145575881;5140.76049668807;5845.84850701876;3315.57757136384;3547.17097349442;3391.8824580183;16055.2155611316;14271.2999279296;16306.7351052119;7101.76667483772;7657.14082076565;7966.7022716499;5650.80554787377;6936.0523840732;7025.98268459092;6273.63963385784;5841.50620533978;5770.29673617178;4144.74987137705;4548.96434835856;5007.75830714752;8539.02217448604;5574.79813846997;9407.96713882693
Q86UX7;9;8;60.6058;8.96204521705357E-09;1.5192915909981E-09;2.73488947426534;1;W28;W4;76523.1841;Fermitin family homolog 3 OS=Homo sapiens OX=9606 GN=FERMT3 PE=1 SV=1;16615.6532207092;14697.5358126373;14528.0621840975;10331.4204241659;10453.6652812706;10081.3300050878;21036.3509405996;20180.4222331707;21410.4003393301;14774.8042177841;14647.9411648876;14544.7094579159;14118.8768989352;14325.1990374179;14797.4564218341;17933.8963530416;16982.5432247457;17297.4187547974;15233.1945910962;14302.2273871935;15218.9771252583;27057.8449486498;27761.3915174432;29596.9989689184
P0DP01;2;1;12.3039;9.68327507067102E-09;1.61508140800209E-09;2.28488832193582;1;W4;W28;13105.7425;Immunoglobulin heavy variable 1-8 OS=Homo sapiens OX=9606 GN=IGHV1-8 PE=1 SV=1;3033.98942505496;3129.37597217246;2840.36741590987;3452.57808956432;3507.36782693617;3457.46469104155;2260.57688437566;2116.86596325653;2284.02103404756;2157.19231804977;1957.66710004994;2201.92418303789;1910.87536274364;1849.91530493892;1647.67922469115;1917.53673143965;1946.09238545633;2072.25029292449;2074.24515387673;2118.17920889075;1838.40613029171;1726.11218450533;1531.81352043485;1301.33896788031
P01701;2;2;13.6172;1.0273398132199E-08;1.68630997056133E-09;4.37095201534863;1;W0;W2;12476.8041;Immunoglobulin lambda variable 1-51 OS=Homo sapiens OX=9606 GN=IGLV1-51 PE=1 SV=2;11064.0960846481;9183.60074803684;11372.0706646374;30654.9932564535;25819.1275821082;31627.6008799457;20623.0650337081;21598.6984927395;20375.3212693783;12624.7916816525;12878.8442948105;12164.3464899394;19799.9328497126;19560.7236632401;18634.9903755122;16895.4582886571;16627.0173251438;15384.4743462256;24028.0000494287;23024.8789667255;22709.3533667749;40770.4590774004;44883.2948669715;41764.5381574266
"P69891;P69892";3;2;30.1606;1.22594977502999E-08;1.98087259039055E-09;2.01851286541958;1;W2;W16;16185.4657;Hemoglobin subunit gamma-1 OS=Homo sapiens OX=9606 GN=HBG1 PE=1 SV=3;6539.74743297619;5990.54271054668;6073.39261831924;5861.54032514454;4439.46187940697;5365.97568204715;3212.40138307237;3759.86357448645;3519.2325071525;4241.80984565032;4474.85309689772;4215.53853098391;2828.29783773611;3396.10873357104;2992.12262726948;3185.14755587492;3500.89542221727;3049.39695955778;3181.81467337422;3360.04402132694;2951.16303106113;3812.13768028318;3835.64297251456;3450.78149913486
Q9BYX7;6;1;41.7332;1.28609550786862E-08;2.04298124678561E-09;47.0093425664269;1;W12;W28;42358.5184;Putative beta-actin-like protein 3 OS=Homo sapiens OX=9606 GN=POTEKP PE=5 SV=1;1411.64623150769;1207.41656820046;1023.83844962212;753.968360272002;870.939568891069;406.161219804674;744.760307898873;790.918241998764;819.899256831806;1407.57507880144;1228.00537918085;1482.69631394259;704.599732980652;625.325808191036;618.264576200631;623.395248302861;768.996274362744;647.109655363054;723.424109003592;774.059708983318;752.812864508922;37.8573022599771;22.2429291494872;27.5052645854121
"Q92598;Q5U5X0";35;27;238.4566;1.30390057639929E-08;2.04298124678561E-09;1.80636260831151;1;W4;W8;97777.5733;Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1;504296.484175886;464217.938457536;463005.492128265;548681.065789722;584828.560607839;585566.06415134;320413.19937775;311468.636961179;319796.23905912;366748.038654517;367400.501587434;376718.102040623;366305.596348874;377925.452718965;382369.007834266;382187.01544411;369908.745577602;369501.413530031;344267.203551722;418602.827302733;332998.53742265;398021.706385621;409940.894168219;397358.972684912
Q6S8J3;35;2;240.1849;1.33004475211251E-08;2.05284088944011E-09;1.87655633617584;1;W0;W12;122960.5057;POTE ankyrin domain family member E OS=Homo sapiens OX=9606 GN=POTEE PE=1 SV=3;253419.303238696;245208.500694296;232953.637955024;280850.54131499;287707.481372195;283736.089709358;250580.675507223;234182.985725773;250363.706139526;207066.042069186;214958.643828667;227636.46825118;261089.688057602;268817.336698811;280694.771256479;313781.314895675;320496.335565047;307799.662027466;284825.057531095;293916.078374907;283812.7736582;368897.153941246;375843.028279133;379999.711669333
"P0DOX7;P04430";13;3;169.8469;1.43028444643534E-08;2.17509055023851E-09;3.34967791094903;1;W0;W12;23664.2431;Immunoglobulin kappa light chain OS=Homo sapiens OX=9606 PE=1 SV=1;70671.6906121886;62745.8595982054;62117.7498858982;87053.1390862621;87340.0381173556;93536.0119302944;44702.4870553092;43483.52820055;44837.2613326734;40597.7789432668;40340.6038872365;38949.4421561804;45621.9536983261;48168.7205140258;49464.0379338527;50858.6723713079;55343.2148761185;53749.2658666182;50079.1674911984;53580.7869894693;50823.5781083867;63980.459252202;63431.5170521386;63539.6308039394
P07358;37;33;257.3069;1.60383994973756E-08;2.40367515572161E-09;1.39477227114988;1;W12;W4;68658.6552;Complement component C8 beta chain OS=Homo sapiens OX=9606 GN=C8B PE=1 SV=4;475576.3199192;457451.91905678;465691.862748465;359098.84223537;361194.742782293;369025.190111222;426709.168308338;406826.4218813;431882.666025406;502583.298825639;504513.425906685;512254.8972604;465215.883554246;473875.394288278;463421.928288543;508782.218548225;499849.193660282;492919.394093748;396601.994022589;428855.316237628;408989.336136547;462156.630119287;470253.804340493;465982.006514696
Q8TBX8;8;5;50.6153;1.74120396989608E-08;2.57226345138191E-09;2.21469102541577;1;W2;W8;47471.0647;Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens OX=9606 GN=PIP4K2C PE=1 SV=3;17517.9481257613;20391.1956810292;17691.3338980238;10443.7384842156;13587.9210302616;12404.9913667779;8135.4463071736;8096.6572890152;8873.1941933194;11451.8195559758;12049.1118006134;12380.5194454069;11861.6816777175;11060.0285193283;12135.6308041714;15544.4038286271;15659.0299060371;15320.7246816925;11858.5380777623;12273.8004540431;11621.00041342;14164.5488494124;14263.9307718985;14767.0477866733
P04264;16;12;93.7625;1.84851901563476E-08;2.69233695353352E-09;4.41591953586489;1;W0;W8;66209.8959;Keratin_ type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6;139270.206952066;120386.181032347;126010.565549441;171871.452123732;181194.210344552;206357.880703179;51300.5789370872;49647.1048780397;47238.676225877;63429.6695210175;62015.1369044862;57457.6825401159;73488.2729796783;71329.5438054938;67458.9263966578;70061.8507203871;65854.297382066;64513.6743731338;98888.5659757392;126425.049494426;96284.5280818865;130071.559224335;127838.740159328;124506.245008489
"A0A0C4DH72;P01599";3;1;33.2733;2.84492758240162E-08;4.0860394732548E-09;3.70196019347318;0.999999999999999;W28;W4;12868.5946;Immunoglobulin kappa variable 1-6 OS=Homo sapiens OX=9606 GN=IGKV1-6 PE=1 SV=1;1161.43402173427;1204.32758784252;1121.59488609984;488.465237219788;551.18170543305;643.805506628585;760.048219536332;1009.51080182398;904.722749166041;1483.70244899475;1603.97800539979;1471.04776281664;764.887227812255;1032.57618714391;836.387713994449;923.523570737817;768.737404368465;863.589269646307;1134.00833731969;855.595188688828;837.415894364217;2157.25130206012;2249.42211997829;1825.40053280635
A0A075B6I0;4;4;27.9874;3.95838087863254E-08;5.60736153641464E-09;5.67030156532302;0.999999999999995;W28;W8;12928.4668;Immunoglobulin lambda variable 8-61 OS=Homo sapiens OX=9606 GN=IGLV8-61 PE=1 SV=7;7537.75372140769;6111.27068666499;5435.1706122901;7923.13756136367;5848.99425169534;7495.62382024423;3227.27446028736;3266.38892750622;3393.84409971676;3394.65029637655;3804.56051314366;3445.58976582743;5032.56642882908;4293.70928351828;3742.31029444892;5252.96381088694;3977.28174297291;5260.98741847265;6438.26093775711;7629.6136099331;4936.07856991701;19375.2536294028;19346.933663442;17342.9618907281
P04406;3;2;17.1077;4.14745806587291E-08;5.79580976524778E-09;13.5529351498948;0.999999999999993;W8;W4;36224.3681;Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3;853.904424213096;834.063919256551;578.079582741484;683.344183827304;447.923449026547;386.85807639599;6730.24789925888;6698.54047792638;7146.27090966581;2014.43208044997;2457.17501231496;2167.27861427526;1421.59867161087;1569.24116985767;1178.65167953324;3271.0470667299;3146.96919756112;2901.69269421264;3997.66966257584;3203.37546917165;3468.00966664656;5662.49466750563;5620.7891553485;5526.48322460996
"P01742;A0A0B4J2H0";4;2;23.0439;4.73263221945075E-08;6.52537284023195E-09;1.80171393437696;0.999999999999985;W4;W8;12773.462;Immunoglobulin heavy variable 1-69 OS=Homo sapiens OX=9606 GN=IGHV1-69 PE=1 SV=2;32682.593288236;32634.3603424438;28846.746731746;38876.2377909551;38459.327589956;35600.399737473;19046.830349166;21477.8639772744;22157.8231162843;27563.9262779776;26058.782862557;27407.0156079331;27460.7750404935;26786.3404898061;26975.5978510538;23305.7848268796;23255.4797157224;22099.18253701;25216.3059730151;26978.5082683018;23411.8503484774;29117.2077596715;27243.8138953669;30961.4707532988
P01011;77;64;509.9048;5.73635843270637E-08;7.80524475631287E-09;2.73985653753988;0.999999999999957;W0;W8;47822.0525;Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2;697719.969958243;674162.78446969;650182.512333442;575115.27005816;578848.710931829;565878.340974325;373227.102210767;353581.41177452;369775.351960402;480157.06898665;490681.619835883;496957.303690821;487844.346641822;477151.522334983;484712.575836559;454035.811353347;445879.586605047;430104.367997939;448897.531994049;462796.048000751;440738.583522508;409121.387526932;404905.200003455;403655.484714617
Q8N7S2;4;2;27.1329;5.8686651982498E-08;7.88156474112039E-09;3.09015486636614;0.999999999999951;W0;W12;22174.8495;DnaJ homolog subfamily C member 5G OS=Homo sapiens OX=9606 GN=DNAJC5G PE=2 SV=1;120233.972865766;112994.241803354;113133.285047004;282379.914966387;296039.708923969;252378.762919712;209373.29647128;202799.498346978;216707.840041686;104927.11624961;101188.045624874;101138.94846793;195952.947657939;199465.519827525;191762.82743075;219260.378978469;232407.27320864;239044.395255823;231427.607625442;229359.517634269;227474.7704005;169248.074979685;152005.634970397;165043.035852582
